collection,slug,title,country,region,city,address,lat,lon,listing_url,query
restaurants,tairua-beach-club,Tairua Beach Club,New Zealand,Waikato,Tairua,,,,/restaurants/tairua-beach-club/,"Tairua Beach Club, Tairua, Waikato, New Zealand"
restaurants,eatery-by-franks-queenstown,Eatery by Frank’s,New Zealand,Otago,Queenstown,,,,/restaurants/eatery-by-franks-queenstown/,"Eatery by Frank’s, Queenstown, Otago, New Zealand"
restaurants,wild-about-wellbeing-farm,Wild About Wellbeing Farm,Australia,Victoria,Yarra Valley,38-40 Hunter Road,,,/restaurants/wild-about-wellbeing-farm/,"38-40 Hunter Road, Yarra Valley, Victoria, Australia"
restaurants,east-restaurant-auckland,East Restaurant,New Zealand,Auckland,Auckland,,,,/restaurants/east-restaurant-auckland/,"East Restaurant, Auckland, Auckland, New Zealand"
restaurants,cellar-door-christchurch,Cellar Door (Christchurch),New Zealand,Canterbury,Christchurch,"Arts Centre of Christchurch, 1 Hereford Street, Christchurch 8013",,,/restaurants/cellar-door-christchurch/,"Arts Centre of Christchurch, 1 Hereford Street, Christchurch 8013, Christchurch, Canterbury, New Zealand"
restaurants,wholefood-pantry-palm-beach,Wholefood Pantry Palm Beach,Australia,Queensland,Gold Coast,Shop 23 Nineteenth Avenue S/C,,,/restaurants/wholefood-pantry-palm-beach/,"Shop 23 Nineteenth Avenue S/C, Gold Coast, Queensland, Australia"
restaurants,quad-eatery-christchurch,Quad Eatery,New Zealand,Canterbury,Christchurch,,,,/restaurants/quad-eatery-christchurch/,"Quad Eatery, Christchurch, Canterbury, New Zealand"
restaurants,amisfield-bistro-queenstown,Amisfield Bistro,New Zealand,Otago,Queenstown,,,,/restaurants/amisfield-bistro-queenstown/,"Amisfield Bistro, Queenstown, Otago, New Zealand"
restaurants,mesa-verde,Mesa Verde,Australia,Victoria,Melbourne,"Level 6, Curtin House, 252 Swanston Street",,,/restaurants/mesa-verde/,"Level 6, Curtin House, 252 Swanston Street, Melbourne, Victoria, Australia"
restaurants,solscape-conscious-kitchen,Solscape – The Conscious Kitchen,New Zealand,Waikato,Raglan,,,,/restaurants/solscape-conscious-kitchen/,"Solscape – The Conscious Kitchen, Raglan, Waikato, New Zealand"
restaurants,amore-food-shop-cafe-timaru,Amore Food Shop & Cafe,New Zealand,Canterbury,Timaru,,,,/restaurants/amore-food-shop-cafe-timaru/,"Amore Food Shop & Cafe, Timaru, Canterbury, New Zealand"
restaurants,greenland-cafe-wellington,GreenLand Cafe,New Zealand,Wellington,Wellington,,,,/restaurants/greenland-cafe-wellington/,"GreenLand Cafe, Wellington, Wellington, New Zealand"
restaurants,11th-avenue-by-franks-queenstown,11th Avenue by Frank’s,New Zealand,Otago,Queenstown,,,,/restaurants/11th-avenue-by-franks-queenstown/,"11th Avenue by Frank’s, Queenstown, Otago, New Zealand"
restaurants,craggy-range-restaurant,Craggy Range Restaurant,New Zealand,Hawke's Bay,Havelock North,,,,/restaurants/craggy-range-restaurant/,"Craggy Range Restaurant, Havelock North, Hawke's Bay, New Zealand"
restaurants,kingi-auckland,kingi,New Zealand,Auckland,Auckland,,,,/restaurants/kingi-auckland/,"kingi, Auckland, Auckland, New Zealand"
restaurants,odelay-cafe-queenstown,Odelay Cafe,New Zealand,Otago,Queenstown,,,,/restaurants/odelay-cafe-queenstown/,"Odelay Cafe, Queenstown, Otago, New Zealand"
restaurants,kakariki-kitchen-whanganui,Kakariki Kitchen,New Zealand,Manawatū-Whanganui,Whanganui,,,,/restaurants/kakariki-kitchen-whanganui/,"Kakariki Kitchen, Whanganui, Manawatū-Whanganui, New Zealand"
restaurants,govett-brewster-cafe,Govett-Brewster Cafe (Monica's Eatery),New Zealand,Taranaki,New Plymouth,,,,/restaurants/govett-brewster-cafe/,"Govett-Brewster Cafe (Monica's Eatery), New Plymouth, Taranaki, New Zealand"
restaurants,gatherings-christchurch,Gatherings,New Zealand,Canterbury,Christchurch,Unit 5 / 2 Papanui Road,,,/restaurants/gatherings-christchurch/,"Unit 5 / 2 Papanui Road, Christchurch, Canterbury, New Zealand"
restaurants,camina-thames,Camina,New Zealand,Waikato,Thames,,,,/restaurants/camina-thames/,"Camina, Thames, Waikato, New Zealand"
restaurants,pomeroys-old-brewery-inn,Pomeroy's Old Brewery Inn,New Zealand,Canterbury,Christchurch,"292 Kilmore Street, Christchurch 8011, New Zealand",,,/restaurants/pomeroys-old-brewery-inn/,"292 Kilmore Street, Christchurch 8011, New Zealand, Christchurch, Canterbury, New Zealand"
restaurants,wholemeal-cafe-takaka,Wholemeal Cafe,New Zealand,Tasman,Takaka,,,,/restaurants/wholemeal-cafe-takaka/,"Wholemeal Cafe, Takaka, Tasman, New Zealand"
restaurants,ode-conscious-dining,Ode Conscious Dining,New Zealand,Otago,Wānaka,"First Floor, 33 Ardmore Street, Wānaka",,,/restaurants/ode-conscious-dining/,"First Floor, 33 Ardmore Street, Wānaka, Wānaka, Otago, New Zealand"
restaurants,merri-cafe,Merri Cafe,Australia,Victoria,Melbourne,Corner of Roberts & Stewart Streets,,,/restaurants/merri-cafe/,"Corner of Roberts & Stewart Streets, Melbourne, Victoria, Australia"
restaurants,sippy-tom,Sippy Tom,Australia,Queensland,Brisbane,"Winchcombe Carson Woolstores, 54 Vernon Terrace",,,/restaurants/sippy-tom/,"Winchcombe Carson Woolstores, 54 Vernon Terrace, Brisbane, Queensland, Australia"
restaurants,little-bird-kitchen-auckland,Little Bird Kitchen,New Zealand,Auckland,Ponsonby,"1A Summer Street, Rear Tenancy, Ponsonby, Auckland",,,/restaurants/little-bird-kitchen-auckland/,"1A Summer Street, Rear Tenancy, Ponsonby, Auckland, Ponsonby, Auckland, New Zealand"
restaurants,old-quarter-wellington,The Old Quarter,New Zealand,Wellington,Wellington,,,,/restaurants/old-quarter-wellington/,"The Old Quarter, Wellington, Wellington, New Zealand"
restaurants,sawmill-smoko-room-matakana,Sawmill Brewery & Smoko Room,New Zealand,Auckland,Matakana,,,,/restaurants/sawmill-smoko-room-matakana/,"Sawmill Brewery & Smoko Room, Matakana, Auckland, New Zealand"
restaurants,akito-eatery,Akito Eatery,New Zealand,Auckland,Oneroa,"153 Ocean View Road, Oneroa, Waiheke Island 1081",,,/restaurants/akito-eatery/,"153 Ocean View Road, Oneroa, Waiheke Island 1081, Oneroa, Auckland, New Zealand"
restaurants,river-valley-kitchen-taihape,River Valley Kitchen,New Zealand,Manawatū-Whanganui,Taihape,,,,/restaurants/river-valley-kitchen-taihape/,"River Valley Kitchen, Taihape, Manawatū-Whanganui, New Zealand"
restaurants,the-sanctuary-bay-of-islands,The Sanctuary (Bay of Islands),New Zealand,Northland,Paihia,,,,/restaurants/the-sanctuary-bay-of-islands/,"The Sanctuary (Bay of Islands), Paihia, Northland, New Zealand"
restaurants,paroa-bay-winery-sage,Paroa Bay Winery & Sage Restaurant,New Zealand,Northland,Russell,,,,/restaurants/paroa-bay-winery-sage/,"Paroa Bay Winery & Sage Restaurant, Russell, Northland, New Zealand"
restaurants,toad-hall-motueka,Toad Hall Café & Store,New Zealand,Tasman,Motueka,,,,/restaurants/toad-hall-motueka/,"Toad Hall Café & Store, Motueka, Tasman, New Zealand"
restaurants,harvest-restaurant-blenheim,Harvest Restaurant,New Zealand,Marlborough,Blenheim,,,,/restaurants/harvest-restaurant-blenheim/,"Harvest Restaurant, Blenheim, Marlborough, New Zealand"
restaurants,little-poms,Little Poms,New Zealand,Canterbury,Christchurch,"294 Kilmore Street, Christchurch 8011, New Zealand",,,/restaurants/little-poms/,"294 Kilmore Street, Christchurch 8011, New Zealand, Christchurch, Canterbury, New Zealand"
restaurants,black-estate-waipara,Black Estate (Waipara),New Zealand,Canterbury,Waipara,"614 Omihi Road, SH1, Waipara Valley 7483",,,/restaurants/black-estate-waipara/,"614 Omihi Road, SH1, Waipara Valley 7483, Waipara, Canterbury, New Zealand"
restaurants,farm-and-co,Farm & Co,Australia,New South Wales,Tweed Heads,529 Cudgen Rd,,,/restaurants/farm-and-co/,"529 Cudgen Rd, Tweed Heads, New South Wales, Australia"
restaurants,charlottes-kitchen-paihia,Charlotte's Kitchen,New Zealand,Northland,Paihia,,,,/restaurants/charlottes-kitchen-paihia/,"Charlotte's Kitchen, Paihia, Northland, New Zealand"
restaurants,hygge-at-clifton-bay,Hygge at Clifton Bay,New Zealand,Hawke's Bay,Te Awanga,,,,/restaurants/hygge-at-clifton-bay/,"Hygge at Clifton Bay, Te Awanga, Hawke's Bay, New Zealand"
vendors,the-wholemeal-cafe,The Wholemeal Café,NZ,Tasman,Tākaka,,,,/vendors/the-wholemeal-cafe/,"The Wholemeal Café, Tākaka, Tasman, NZ"
vendors,origin-northland,Origin Northland,NZ,Northland,Waipu,,,,/vendors/origin-northland/,"Origin Northland, Waipu, Northland, NZ"
vendors,steampunk-coffee,Steampunk Coffee,New Zealand,Taranaki,Hāwera,"Bunnings Hawera Car Park, Hāwera",,,/vendors/steampunk-coffee/,"Bunnings Hawera Car Park, Hāwera, Hāwera, Taranaki, New Zealand"
vendors,mapu-test-kitchen,MAPU Test Kitchen,NZ,Canterbury,Lyttelton,,,,/vendors/mapu-test-kitchen/,"MAPU Test Kitchen, Lyttelton, Canterbury, NZ"
vendors,urban-flair,Urban Flair,New Zealand,Auckland,Auckland,Auckland (mobile food truck),,,/vendors/urban-flair/,"Auckland (mobile food truck), Auckland, Auckland, New Zealand"
vendors,daily-bread-pt-chevalier,Daily Bread,NZ,Auckland,Auckland,,,,/vendors/daily-bread-pt-chevalier/,"Daily Bread, Auckland, Auckland, NZ"
vendors,moss-coffee-van,Moss Coffee Van,New Zealand,Auckland,Auckland,Auckland (mobile),,,/vendors/moss-coffee-van/,"Auckland (mobile), Auckland, Auckland, New Zealand"
vendors,wipeout-kitchen,Wipeout Kitchen,New Zealand,Auckland,Auckland,Auckland (mobile food truck),,,/vendors/wipeout-kitchen/,"Auckland (mobile food truck), Auckland, Auckland, New Zealand"
vendors,the-falls-retreat,The Falls Retreat,NZ,Waikato,Waihi,,,,/vendors/the-falls-retreat/,"The Falls Retreat, Waihi, Waikato, NZ"
vendors,hillside-kitchen-cellar,Hillside Kitchen & Cellar,NZ,Wellington,Wellington,,,,/vendors/hillside-kitchen-cellar/,"Hillside Kitchen & Cellar, Wellington, Wellington, NZ"
vendors,oh-acai,Oh Açaí,New Zealand,Auckland,Auckland,"Britomart Market, Auckland",,,/vendors/oh-acai/,"Britomart Market, Auckland, Auckland, Auckland, New Zealand"
vendors,farm-house-cafe,Farm House Café,NZ,Auckland,Clevedon,,,,/vendors/farm-house-cafe/,"Farm House Café, Clevedon, Auckland, NZ"
vendors,st-georges-restaurant,St Georges Restaurant,NZ,Hawke's Bay,Havelock North,,,,/vendors/st-georges-restaurant/,"St Georges Restaurant, Havelock North, Hawke's Bay, NZ"
vendors,sunshine-gelato,Sunshine Gelato,New Zealand,Auckland,Hobsonville,"Catalina Bay Farmers Market, Hobsonville Point, Auckland",,,/vendors/sunshine-gelato/,"Catalina Bay Farmers Market, Hobsonville Point, Auckland, Hobsonville, Auckland, New Zealand"
vendors,brotisserie,Brotisserie,New Zealand,Auckland,Remuera,"81 Greenlane East, Remuera, Auckland 1050",,,/vendors/brotisserie/,"81 Greenlane East, Remuera, Auckland 1050, Remuera, Auckland, New Zealand"
vendors,foraged-in-raglan,Foraged In Raglan,NZ,Waikato,Raglan,,,,/vendors/foraged-in-raglan/,"Foraged In Raglan, Raglan, Waikato, NZ"
vendors,hill-house-cafe,Hill House Café,NZ,Auckland,Auckland,,,,/vendors/hill-house-cafe/,"Hill House Café, Auckland, Auckland, NZ"
vendors,volcanoview-restaurant-bar,Volcanoview Restaurant & Bar,NZ,Taranaki,New Plymouth,,,,/vendors/volcanoview-restaurant-bar/,"Volcanoview Restaurant & Bar, New Plymouth, Taranaki, NZ"
vendors,wildflour-whangarei,Wildflour NZ (Whangārei),NZ,Northland,Whangārei,,,,/vendors/wildflour-whangarei/,"Wildflour NZ (Whangārei), Whangārei, Northland, NZ"
vendors,bhanga-coffee-cart,Bhanga Coffee Cart,New Zealand,Bay of Plenty,Te Kaha,"Maraetai Schoolhouse Bay, Te Kaha 3199",,,/vendors/bhanga-coffee-cart/,"Maraetai Schoolhouse Bay, Te Kaha 3199, Te Kaha, Bay of Plenty, New Zealand"
vendors,charlie-grace-mobile-cafe,Charlie Grace Mobile Café,New Zealand,Auckland,Whitford,"Whitford, Auckland",,,/vendors/charlie-grace-mobile-cafe/,"Whitford, Auckland, Whitford, Auckland, New Zealand"
vendors,cafe-irresistiblue,Café Irresistiblue,NZ,Waikato,Cambridge,,,,/vendors/cafe-irresistiblue/,"Café Irresistiblue, Cambridge, Waikato, NZ"
vendors,shepherd,Shepherd,NZ,Wellington,Wellington,,,,/vendors/shepherd/,"Shepherd, Wellington, Wellington, NZ"
vendors,the-waiheke-bean,The Waiheke Bean,New Zealand,Auckland,Ostend,"20 Tahi Road, Ostend, Waiheke Island 1081",,,/vendors/the-waiheke-bean/,"20 Tahi Road, Ostend, Waiheke Island 1081, Ostend, Auckland, New Zealand"
vendors,harvest-to-home,Harvest to Home,New Zealand,Auckland,Auckland,,,,/vendors/harvest-to-home/,"Harvest to Home, Auckland, Auckland, New Zealand"
vendors,grizzly-baked-goods,Grizzly Baked Goods,NZ,Canterbury,Christchurch,,,,/vendors/grizzly-baked-goods/,"Grizzly Baked Goods, Christchurch, Canterbury, NZ"
vendors,zephyr-wainui,Zephyr Wainui,NZ,Gisborne,Gisborne,,,,/vendors/zephyr-wainui/,"Zephyr Wainui, Gisborne, Gisborne, NZ"
vendors,georgies-coffee-cart,Georgies Coffee Cart,New Zealand,Waikato,Ngāruawāhia,"14 Rangawhenua Street, Ngāruawāhia 3720",,,/vendors/georgies-coffee-cart/,"14 Rangawhenua Street, Ngāruawāhia 3720, Ngāruawāhia, Waikato, New Zealand"
vendors,the-dukes-of-sandwich,The Dukes of Sandwich,New Zealand,Canterbury,Christchurch,"The Commons, corner of Kilmore & Durham Streets, Christchurch 8013",,,/vendors/the-dukes-of-sandwich/,"The Commons, corner of Kilmore & Durham Streets, Christchurch 8013, Christchurch, Canterbury, New Zealand"
vendors,yolanda-and-wolfe-coffee-caravan,Yolanda and Wolfe Coffee Caravan,New Zealand,Auckland,Hobsonville,"Unit 5, 3 Workspace Drive, Hobsonville, Auckland",,,/vendors/yolanda-and-wolfe-coffee-caravan/,"Unit 5, 3 Workspace Drive, Hobsonville, Auckland, Hobsonville, Auckland, New Zealand"
vendors,oatery-wellington,The Oatery,NZ,Wellington,Wellington,,,,/vendors/oatery-wellington/,"The Oatery, Wellington, Wellington, NZ"
vendors,honest-wholefood-co-wanaka,Honest Wholefood Co.,NZ,Otago,Wānaka,,,,/vendors/honest-wholefood-co-wanaka/,"Honest Wholefood Co., Wānaka, Otago, NZ"
vendors,orepuki-beach-cafe,Orepuki Beach Café,NZ,Southland,Orepuki,,,,/vendors/orepuki-beach-cafe/,"Orepuki Beach Café, Orepuki, Southland, NZ"
vendors,salty-swamis,Salty Swamis,New Zealand,Tasman,Marahau,"14 Harvey Road, Marahau",,,/vendors/salty-swamis/,"14 Harvey Road, Marahau, Marahau, Tasman, New Zealand"
vendors,flagship-eatery,Flagship Eatery,NZ,Gisborne,Gisborne,,,,/vendors/flagship-eatery/,"Flagship Eatery, Gisborne, Gisborne, NZ"
vendors,purple-vibes,Purple Vibes,New Zealand,Auckland,Auckland,Auckland (mobile),,,/vendors/purple-vibes/,"Auckland (mobile), Auckland, Auckland, New Zealand"
vendors,sherwood-queenstown,Sherwood Queenstown,NZ,Otago,Queenstown,"554–558 Frankton Road, Queenstown 9300, New Zealand",,,/vendors/sherwood-queenstown/,"554–558 Frankton Road, Queenstown 9300, New Zealand, Queenstown, Otago, NZ"
vendors,she-universe-chocolate,She Universe Chocolate,NZ,Canterbury,Christchurch,"Riverside Market Lane, 84 Cashel Street, Christchurch Central",,,/vendors/she-universe-chocolate/,"Riverside Market Lane, 84 Cashel Street, Christchurch Central, Christchurch, Canterbury, NZ"
vendors,power-plant-wholefood-organic-store,Power Plant Wholefood & Organic Store,NZ,Northland,Whangārei,,,,/vendors/power-plant-wholefood-organic-store/,"Power Plant Wholefood & Organic Store, Whangārei, Northland, NZ"
vendors,the-tinman,The Tinman,New Zealand,Auckland,Auckland,Auckland (mobile),,,/vendors/the-tinman/,"Auckland (mobile), Auckland, Auckland, New Zealand"
vendors,no7-balmac,No.7 Balmac,NZ,Otago,Dunedin,,,,/vendors/no7-balmac/,"No.7 Balmac, Dunedin, Otago, NZ"
vendors,sandfire-seedlings-hawkes-bay,Sandfire Seedlings,NZ,Hawke's Bay,,Hawke's Bay Farmers' Market,,,/vendors/sandfire-seedlings-hawkes-bay/,"Hawke's Bay Farmers' Market, Hawke's Bay, NZ"
vendors,coffee-la-la,Coffee La La,New Zealand,Waikato,Whitianga,"462 Kuaotunu Wharekaho Road RD 2, Whitianga 3592",,,/vendors/coffee-la-la/,"462 Kuaotunu Wharekaho Road RD 2, Whitianga 3592, Whitianga, Waikato, New Zealand"
vendors,the-bikery-cafe,The Bikery Café,NZ,Waikato,Cambridge,,,,/vendors/the-bikery-cafe/,"The Bikery Café, Cambridge, Waikato, NZ"
vendors,ahi-restaurant,Ahi Restaurant,NZ,Auckland,Auckland,,,,/vendors/ahi-restaurant/,"Ahi Restaurant, Auckland, Auckland, NZ"
vendors,tasman-bay-salt-co,Tasman Bay Salt Co.,NZ,Tasman,,,,,/vendors/tasman-bay-salt-co/,"Tasman Bay Salt Co., Tasman, NZ"
vendors,dutchys,Dutchy's,New Zealand,Manawatū-Whanganui,Levin,"Levin and Ōtaki area, Lower North Island",,,/vendors/dutchys/,"Levin and Ōtaki area, Lower North Island, Levin, Manawatū-Whanganui, New Zealand"
distributors,distributor-slug,Hub or distributor name,Country name,Region or state,City or town,,,,/distributors/distributor-slug/,"Hub or distributor name, City or town, Region or state, Country name"
distributors,new-zealand-organic-meats,New Zealand Organic Meats,New Zealand,Otago,Tapanui,"869 Hukarere Station Road RD2, Tapanui 9587",,,/distributors/new-zealand-organic-meats/,"869 Hukarere Station Road RD2, Tapanui 9587, Tapanui, Otago, New Zealand"
distributors,supply-circle-hub,Supply Circle Hub,New Zealand,Canterbury,Christchurch,,-43.532,172.636,/distributors/supply-circle-hub/,"Supply Circle Hub, Christchurch, Canterbury, New Zealand"
distributors,free-farmed-nz,Free Farmed New Zealand Pork,New Zealand,Waikato,Hamilton,"6128 Great South Road, Horotiu, Hamilton 3288",,,/distributors/free-farmed-nz/,"6128 Great South Road, Horotiu, Hamilton 3288, Hamilton, Waikato, New Zealand"
distributors,first-light-farms,First Light Farms,New Zealand,Hawke's Bay,Havelock North,"Unit 2B, 15 Joll Road, Havelock North 4130",,,/distributors/first-light-farms/,"Unit 2B, 15 Joll Road, Havelock North 4130, Havelock North, Hawke's Bay, New Zealand"
